Period,Demand,PV_Z1,PV_Z2,PV_Z3,PV_Z4,PV_Z5,PV_Z6,PV_Z7,PV_Z8,PV_Z9,W_On_Z1,W_On_Z2,W_On_Z3,W_On_Z4,W_On_Z5,W_On_Z6,W_On_Z7,W_On_Z8,W_On_Z9,W_Off_Z1,W_Off_Z2,W_Off_Z3,W_Off_Z4,W_Off_Z5,W_Off_Z6,W_Off_Z7,W_Off_Z8,W_Off_Z9,Z1_wave,Z2_wave,Z3_wave,Z8_wave,Z9_wave,Z1_tidal,Z3_tidal,Z5_tidal,Z7_tidal,Z9_tidal,DSR_min,DSR_max
73,44977.98,0,0,0,0,0,0,0,0,0,0.4464,0.2484,0.1251,0.1068,0.1812,0.1425,0.0786,0.0582,0.1095,0.4956,0.3111,0.2835,0.243,0.2592,0.321,0.1182,0.1668,0.0063,0.536019003,0.716986979,0.308202386,0.138901702,0.258612818,0.97611165,0.904875,0.694888889,0.472118056,0.656523611,-1,1
74,44235.42,0,0,0,0,0,0,0,0,0,0.4539,0.2667,0.1233,0.1107,0.1905,0.1497,0.0678,0.0414,0.0924,0.5109,0.3459,0.2961,0.2817,0.2742,0.3558,0.11265,0.1539,0.0315,0.592286701,0.729605511,0.322053252,0.132511021,0.258152124,0.855856343,0.458140258,0.370288333,0.121969653,0.356854444,-1,1
75,43800.05,0,0,0,0,0,0,0,0,0,0.4674,0.2907,0.1176,0.1212,0.1881,0.1545,0.0633,0.0249,0.0648,0.5268,0.3768,0.2979,0.3051,0.2877,0.4239,0.1404,0.1692,0.0648,0.650674015,0.73591563,0.333466367,0.125547154,0.255657473,0.644684485,0.091544194,0.094964667,0.006683383,0.116601898,-1,1
76,43512.77,0,0,0,0,0,0,0,0,0,0.4812,0.2886,0.1158,0.1356,0.1788,0.159,0.0843,0.012,0.0456,0.5388,0.3804,0.3132,0.2934,0.2718,0.4857,0.1908,0.2178,0.0486,0.694785591,0.738995462,0.343193689,0.128089637,0.29449401,0.217433584,0.024538635,0.055551722,0.047315972,0.062186336,-1,1
77,43817.83,0,0,0,0,0,0,0,0,0,0.4785,0.2859,0.1149,0.1416,0.1734,0.1686,0.1041,0.0117,0.051,0.5337,0.366,0.342,0.2682,0.258,0.5244,0.23805,0.2733,0.0189,0.720826861,0.741402096,0.35412799,0.128295177,0.291948652,0.099979413,0.290210292,0.348242778,0.458449306,0.459948806,-1,1
78,44881.93,0,0,0,0,0,0,0,0,0,0.4872,0.3033,0.1125,0.1482,0.1752,0.1866,0.1107,0.0138,0.0813,0.5364,0.369,0.3636,0.2583,0.2613,0.534,0.26565,0.3216,0.0297,0.730105085,0.743904489,0.367883921,0.128997809,0.291441813,0.556157104,0.676915376,0.675166667,0.957388889,0.793453889,-1,1
79,46245.06,0,0,0,0,0,0,0,0,0,0.5067,0.312,0.1116,0.1548,0.186,0.1971,0.1179,0.012,0.1044,0.5502,0.3738,0.3654,0.261,0.267,0.5373,0.2709,0.3435,0.054,0.723198073,0.748024889,0.383907961,0.130807797,0.289319679,0.856137217,0.773211268,0.800777778,1,0.901541667,-1,1
80,48102.7,0,0,0,0,0,0,0,0,0,0.5139,0.3234,0.1107,0.1659,0.1899,0.1983,0.1143,0.0102,0.1026,0.5625,0.3873,0.3474,0.2745,0.2661,0.5448,0.27555,0.3585,0.0639,0.708432245,0.753460583,0.401692874,0.129651497,0.286072982,0.851863932,0.522423592,0.705077778,0.771368056,0.593080833,-0.806270997,0.806270997
81,50002.9,0,0,0,0,0,0.000666667,0.0115,0.016333333,0.032333333,0.5112,0.3357,0.1203,0.1767,0.1845,0.1917,0.1056,0.0108,0.0963,0.5625,0.3897,0.3312,0.2799,0.2589,0.5556,0.2859,0.3528,0.0684,0.693920942,0.759851988,0.419900952,0.127223892,0.280635619,0.639036594,0.142789484,0.247045,0.192465,0.187262222,-0.806270997,0.806270997
82,51326.12,0.014,0.02,0.036333333,0.028666667,0.044,0.025666667,0.116,0.065,0.160666667,0.5217,0.3561,0.144,0.1851,0.1818,0.1824,0.0828,0.0126,0.0843,0.5748,0.4041,0.3411,0.2754,0.2466,0.5781,0.29805,0.3417,0.0621,0.690308265,0.764052046,0.436798483,0.124923226,0.275272812,0.13571388,0.078060158,0.017092333,0.050780208,0.039869807,-1,1
83,52258.79,0.0675,0.074,0.121666667,0.083666667,0.145,0.056333333,0.2,0.113666667,0.266333333,0.561,0.369,0.1704,0.1824,0.1722,0.1647,0.0651,0.0135,0.0666,0.6141,0.4242,0.3762,0.2691,0.2379,0.5997,0.31455,0.348,0.0423,0.691107453,0.764279454,0.449882405,0.123472121,0.270034033,0.016356912,0.566696009,0.201302778,0.66531875,0.364692361,-1,1
84,52867.35,0.111,0.125666667,0.144333333,0.141666667,0.172,0.086,0.229,0.195,0.325666667,0.5934,0.3657,0.1914,0.1818,0.1662,0.1542,0.0645,0.0141,0.0564,0.651,0.4479,0.3987,0.2745,0.2394,0.612,0.33585,0.3801,0.0351,0.683255168,0.762341608,0.457055588,0.123453276,0.267214678,0.311290113,0.995426291,0.711077778,1,0.816430556,-1,1
85,52829.12,0.1335,0.151,0.100333333,0.167,0.123666667,0.095333333,0.22525,0.276,0.395666667,0.5967,0.3561,0.1929,0.1755,0.1686,0.1527,0.0708,0.015,0.0579,0.6594,0.4623,0.4005,0.2889,0.2466,0.6249,0.35625,0.4215,0.0522,0.676630616,0.759033128,0.457539103,0.12420987,0.263296455,0.844963754,1,0.893311111,0.800472222,0.862330556,-1,1
86,52613.92,0.086,0.126,0.067666667,0.142,0.075666667,0.08,0.194,0.220666667,0.345666667,0.6015,0.3654,0.1815,0.1806,0.1794,0.1599,0.0837,0.0144,0.0621,0.663,0.4734,0.3825,0.3069,0.2646,0.6441,0.37215,0.4536,0.0765,0.674934262,0.754563214,0.452830149,0.124531036,0.257961873,0.943566181,0.834376408,0.641166667,0.316361111,0.622439167,-1,1
87,52492.22,0.036,0.043666667,0.033666667,0.062,0.037333333,0.037,0.1165,0.062666667,0.182333333,0.6048,0.3747,0.165,0.2091,0.1866,0.1782,0.1134,0.0168,0.0681,0.6642,0.5022,0.3483,0.3186,0.2934,0.663,0.3876,0.4752,0.1062,0.665522311,0.750558899,0.445378478,0.125558076,0.251854281,0.78761267,0.319300258,0.251515556,0.053170833,0.286471278,-1,1
88,52589.79,0,0.000333333,0.004,0.003333333,0.004333333,0.002333333,0.0235,0.003,0.041666667,0.5772,0.3792,0.1509,0.2325,0.1983,0.2001,0.1551,0.0195,0.0771,0.6495,0.5349,0.3078,0.3249,0.3219,0.6699,0.40185,0.4902,0.1539,0.64853397,0.74662497,0.436764024,0.126275427,0.246015525,0.407899358,0.030445863,0.0416725,0.007930126,0.057773633,-1,1
89,52941.46,0,0,0,0,0,0,0,0,0,0.5541,0.3597,0.1362,0.2376,0.198,0.213,0.1809,0.021,0.0879,0.6366,0.5388,0.2718,0.3231,0.3354,0.6612,0.41175,0.5088,0.198,0.633892716,0.743017296,0.428036326,0.12831823,0.241035456,0.07258697,0.125824545,0.196767778,0.248147222,0.285364506,-1,1
90,53281.16,0,0,0,0,0,0,0,0,0,0.5271,0.3339,0.1242,0.2193,0.1884,0.216,0.1848,0.021,0.0987,0.6102,0.522,0.2466,0.3177,0.3249,0.6588,0.41325,0.5226,0.2223,0.620701629,0.738731536,0.420431007,0.129968156,0.237900644,0.326793341,0.57170716,0.609288889,0.857368056,0.684533333,-0.806270997,0.806270997
91,53043.61,0,0,0,0,0,0,0,0,0,0.495,0.3105,0.1149,0.2025,0.177,0.2139,0.1776,0.0213,0.1071,0.5781,0.4986,0.2295,0.3078,0.3099,0.6624,0.40395,0.5229,0.2232,0.600527991,0.733026663,0.414557659,0.13163779,0.270557688,0.796029773,0.844433099,0.811766667,1,0.965577778,-0.806270997,0.806270997
92,51882.38,0,0,0,0,0,0,0,0,0,0.4671,0.2889,0.1086,0.1896,0.1695,0.213,0.1665,0.0237,0.1092,0.5529,0.4737,0.225,0.2979,0.3015,0.663,0.38715,0.5103,0.2178,0.581837904,0.726885205,0.410298751,0.136455868,0.263116842,0.853045,0.704866667,0.822255556,0.9595625,0.814666667,-1,1
93,50079.21,0,0,0,0,0,0,0,0,0,0.4533,0.2775,0.1065,0.1764,0.1674,0.2142,0.1545,0.0258,0.1056,0.5355,0.4563,0.2295,0.2943,0.2973,0.672,0.3768,0.4917,0.2079,0.563363231,0.721322842,0.40753121,0.140135326,0.262559657,0.790099866,0.284520047,0.467805,0.442966667,0.391694167,-1,1
94,47823.54,0,0,0,0,0,0,0,0,0,0.4545,0.2751,0.1086,0.174,0.1734,0.225,0.1383,0.0273,0.1035,0.528,0.4467,0.2385,0.2979,0.3057,0.702,0.38505,0.498,0.2052,0.542638802,0.71755276,0.405569224,0.143596522,0.2600997,0.270912392,0.053267045,0.059163,0.029928472,0.057231417,-1,1
95,45721,0,0,0,0,0,0,0,0,0,0.4419,0.2796,0.1122,0.1782,0.1791,0.2343,0.129,0.0267,0.1035,0.5154,0.4332,0.2493,0.2997,0.3102,0.7212,0.4011,0.5235,0.2061,0.527347872,0.715221558,0.40280082,0.146601555,0.257781346,0.012688786,0.283970153,0.075261,0.343140278,0.172971654,-1,1
96,44237,0,0,0,0,0,0,0,0,0,0.4203,0.2811,0.1167,0.1794,0.1839,0.2412,0.1287,0.0246,0.1062,0.507,0.4203,0.2655,0.2907,0.3075,0.7341,0.42135,0.5436,0.2079,0.508569429,0.713293359,0.398814619,0.148791799,0.255646357,0.150468026,0.904678873,0.517537222,0.980979167,0.684084444,-1,1
97,43170.58,0,0,0,0,0,0,0,0,0,0.4098,0.279,0.1248,0.1803,0.1863,0.2484,0.123,0.0231,0.1068,0.498,0.4131,0.2763,0.2889,0.3072,0.7434,0.4365,0.5643,0.216,0.489025071,0.711177132,0.393597869,0.151159074,0.252808684,0.715562621,1,0.880872222,0.941666667,0.922655556,-1,1
98,42469.41,0,0,0,0,0,0,0,0,0,0.3981,0.2772,0.1308,0.1779,0.1869,0.2469,0.1146,0.0228,0.1059,0.4872,0.4032,0.2907,0.2862,0.3066,0.7356,0.4389,0.5682,0.2214,0.475537574,0.708263496,0.386492801,0.152918166,0.249142421,0.986461489,0.927814671,0.761705556,0.467914583,0.714713056,-1,1
99,41998.83,0,0,0,0,0,0,0,0,0,0.3888,0.27,0.1341,0.1716,0.1854,0.2445,0.1116,0.0243,0.1044,0.4824,0.3921,0.3078,0.2835,0.3039,0.7215,0.4359,0.5664,0.2205,0.462663156,0.704405028,0.37765926,0.156465843,0.24595595,0.858704045,0.452150822,0.394023333,0.113936458,0.383350278,-1,1
100,41540.17,0,0,0,0,0,0,0,0,0,0.375,0.2628,0.1296,0.1608,0.1722,0.234,0.1107,0.0285,0.1026,0.4785,0.3762,0.3096,0.2745,0.2919,0.7059,0.4314,0.564,0.2196,0.446310183,0.700201174,0.36728658,0.15813272,0.242186437,0.575116974,0.066759554,0.0823485,0.00448221,0.100442321,-1,1
101,41461.9,0,0,0,0,0,0,0,0,0,0.3552,0.2583,0.1245,0.1491,0.153,0.2226,0.1116,0.0351,0.099,0.4773,0.3672,0.3141,0.2673,0.2769,0.687,0.4203,0.5655,0.2205,0.437582113,0.694248524,0.355753123,0.160719217,0.240489778,0.141069968,0.060561604,0.109921667,0.116211389,0.136371589,-1,1
102,41711.97,0,0,0,0,0,0,0,0,0,0.3393,0.2592,0.1221,0.1431,0.1407,0.2106,0.1149,0.0441,0.0951,0.4749,0.3573,0.3186,0.2547,0.2655,0.6585,0.4095,0.5652,0.2286,0.42867839,0.687275069,0.343325955,0.164302848,0.236514131,0.179971842,0.439020681,0.513045,0.685695833,0.589372278,-1,1
103,42536.5,0,0,0,0,0,0,0,0,0,0.3264,0.2643,0.1197,0.1371,0.1287,0.1968,0.117,0.0501,0.0933,0.4659,0.3411,0.3213,0.2385,0.258,0.6327,0.39735,0.5547,0.2412,0.414532982,0.681426441,0.330712535,0.16690864,0.235373785,0.695898269,0.795622066,0.8041,1,0.919113889,-1,1
104,43434.47,0,0,0,0,0,0,0,0,0,0.312,0.2676,0.12,0.1233,0.1161,0.1803,0.1164,0.0525,0.0933,0.4584,0.3246,0.3339,0.2241,0.246,0.6132,0.39075,0.5421,0.2565,0.403260294,0.678121708,0.319156647,0.167313892,0.236671677,0.872088835,0.798498122,0.891605556,1,0.904805556,-1,1
105,44361.59,0,0,0,0,0,0.003,0.00075,0.009333333,0.033333333,0.3033,0.2736,0.1269,0.1044,0.1068,0.1602,0.1131,0.0531,0.0936,0.4599,0.3099,0.3528,0.2151,0.2349,0.6021,0.38535,0.531,0.2628,0.396014191,0.677626149,0.309881548,0.169747487,0.240297705,0.845174579,0.440324178,0.683277778,0.688822917,0.554138056,-1,1
106,45164.2,0.0105,0.025,0.005666667,0.032666667,0.011,0.081333333,0.025,0.055666667,0.200333333,0.3018,0.2901,0.1437,0.0933,0.1065,0.1437,0.0981,0.051,0.0888,0.4731,0.3,0.3771,0.2034,0.2244,0.594,0.38115,0.522,0.2394,0.388445571,0.677809474,0.303388673,0.172977251,0.245490492,0.505530679,0.091476644,0.163021222,0.104201111,0.127991583,-1,1
107,45769.33,0.0415,0.07,0.024,0.075666667,0.035666667,0.16,0.0645,0.110333333,0.322,0.2991,0.3048,0.1644,0.0975,0.1203,0.1302,0.09,0.0549,0.0855,0.492,0.2979,0.3834,0.1971,0.2238,0.5727,0.38055,0.5166,0.2088,0.379163627,0.679121493,0.300127322,0.234875246,0.320569179,0.061717367,0.171721162,0.0295575,0.145856597,0.086410093,-1,1
108,46074.51,0.073,0.097,0.038,0.103333333,0.051666667,0.201666667,0.09,0.143666667,0.375,0.2994,0.3009,0.1737,0.0999,0.1371,0.126,0.0915,0.0633,0.0897,0.5088,0.2982,0.3708,0.1989,0.2319,0.5478,0.38805,0.5076,0.1935,0.37279006,0.682891593,0.300836073,0.241514279,0.321039906,0.058078847,0.82028169,0.368165556,0.881180556,0.552075833,-1,1
109,46418.6,0.0895,0.104666667,0.038666667,0.128333333,0.053333333,0.173666667,0.08525,0.145666667,0.354333333,0.2991,0.2892,0.1686,0.0996,0.15,0.1338,0.0993,0.0768,0.1017,0.5157,0.2919,0.3537,0.1971,0.2358,0.5307,0.40215,0.5001,0.1917,0.364452889,0.687268793,0.30342657,0.241516469,0.321287929,0.523795405,1,0.891683333,1,0.929380556,-1,1
110,46606.93,0.088,0.088333333,0.029333333,0.11,0.043333333,0.086666667,0.06525,0.098,0.273333333,0.2799,0.2823,0.1545,0.1041,0.1584,0.1428,0.1044,0.0957,0.1086,0.4992,0.2748,0.3366,0.1836,0.2265,0.5148,0.4104,0.4986,0.1917,0.361724829,0.692300319,0.306607401,0.243620239,0.323550148,0.96071877,1,0.944661111,0.702847222,0.842108333,-1,1
111,47007.84,0.044,0.045,0.012333333,0.049666667,0.018333333,0.032666667,0.03175,0.051333333,0.173666667,0.2718,0.2742,0.1356,0.1059,0.1671,0.1518,0.1083,0.1197,0.1146,0.4833,0.2403,0.3393,0.153,0.2115,0.4899,0.4071,0.4977,0.198,0.364994022,0.698394355,0.311019043,0.245016921,0.328551711,0.945107282,0.766634859,0.602538889,0.233998611,0.585992222,-1,1
112,47704.87,0.001,0.001,0,0.002333333,0.000666667,0.001666667,0.003,0.004666667,0.049333333,0.2802,0.2793,0.1227,0.1059,0.1779,0.1692,0.1158,0.1374,0.1242,0.4788,0.2115,0.3753,0.1269,0.207,0.4656,0.39945,0.4992,0.2115,0.369064327,0.7056606,0.316730815,0.247199861,0.336325465,0.748289482,0.221767636,0.184080556,0.024027347,0.222600889,-1,1
113,48282.81,0,0,0,0,0,0,0,0,0,0.2829,0.2958,0.1269,0.1083,0.1809,0.1827,0.1269,0.15,0.1305,0.471,0.1974,0.4347,0.1134,0.2094,0.4416,0.38535,0.4959,0.2196,0.378199525,0.712871423,0.322858249,0.249240477,0.347611344,0.284721286,0.021557359,0.049878167,0.033156289,0.055987461,-1,1
114,48539.16,0,0,0,0,0,0,0,0,0,0.3,0.303,0.1512,0.1041,0.1731,0.1938,0.1356,0.1488,0.1326,0.4806,0.2028,0.486,0.1152,0.2184,0.4215,0.3717,0.4815,0.2268,0.391611634,0.719715897,0.333962671,0.257234234,0.361357349,0.070763185,0.246338114,0.343295556,0.445677778,0.436731586,-1,1
115,48128.74,0,0,0,0,0,0,0,0,0,0.3261,0.3093,0.1794,0.1008,0.1608,0.2034,0.1434,0.147,0.1332,0.5007,0.2202,0.5157,0.1242,0.2307,0.4137,0.36045,0.4704,0.2358,0.409504093,0.726626262,0.353747468,0.265376355,0.377093449,0.495157459,0.740344131,0.7652,0.981826389,0.806052222,-1,1
116,46638.85,0,0,0,0,0,0,0,0,0,0.3633,0.3375,0.2049,0.0948,0.1554,0.2106,0.1509,0.1458,0.1341,0.5253,0.2397,0.5328,0.1404,0.2448,0.4209,0.35775,0.4605,0.2412,0.428902639,0.734377648,0.38139254,0.276446228,0.393847035,0.856387055,0.911811033,0.90405,1,0.9877,-1,1
117,44141.1,0,0,0,0,0,0,0,0,0,0.4002,0.3597,0.2133,0.1056,0.1695,0.2178,0.1575,0.1392,0.1371,0.5385,0.2598,0.5391,0.1593,0.2634,0.4203,0.35145,0.4485,0.243,0.445363307,0.741783982,0.413561637,0.283900153,0.427477197,0.851486003,0.650405164,0.83945,0.918465278,0.762025,-1,1
118,41534.82,0,0,0,0,0,0,0,0,0,0.4224,0.3534,0.2163,0.1332,0.189,0.2259,0.1629,0.1338,0.1389,0.5535,0.2766,0.5292,0.1737,0.2796,0.3906,0.33435,0.435,0.243,0.462800221,0.747929528,0.447188828,0.293295192,0.441806059,0.699294832,0.205784155,0.359397222,0.301641667,0.288655556,-1,1
119,39221.39,0,0,0,0,0,0,0,0,0,0.426,0.3132,0.2166,0.1587,0.2046,0.228,0.1692,0.1269,0.1422,0.5403,0.2802,0.522,0.1746,0.2829,0.3471,0.3144,0.4176,0.2484,0.490178228,0.749210015,0.481799425,0.308059582,0.461466902,0.160698486,0.068747354,0.025995389,0.032729931,0.039754184,-1,1
120,37329.11,0,0,0,0,0,0,0,0,0,0.4623,0.3297,0.2301,0.1947,0.2178,0.2202,0.1734,0.1227,0.1515,0.5403,0.2967,0.4869,0.1737,0.2811,0.3033,0.2952,0.3951,0.261,0.5170292,0.751689068,0.514415633,0.323097143,0.48665889,0.012640633,0.494085094,0.175309444,0.590313889,0.347592742,-1,1
121,36101.39,0,0,0,0,0,0,0,0,0,0.4797,0.378,0.231,0.2388,0.2271,0.2079,0.1698,0.1251,0.1632,0.5466,0.3321,0.4086,0.1845,0.2781,0.2583,0.2745,0.3801,0.2745,0.550300304,0.757261236,0.542529833,0.340723111,0.51330106,0.293629757,0.990091784,0.701444444,1,0.8402,-1,1
122,35383.61,0,0,0,0,0,0,0,0,0,0.4338,0.39,0.2175,0.2547,0.2256,0.2007,0.1689,0.1263,0.1725,0.5466,0.3492,0.3366,0.1971,0.2721,0.2184,0.25245,0.3594,0.27,0.557356473,0.765772803,0.566103754,0.359283815,0.540693866,0.854454854,1,0.934566667,0.847097222,0.920019444,-1,1
123,34784.38,0,0,0,0,0,0,0,0,0,0.414,0.36,0.1914,0.2469,0.2394,0.1983,0.1677,0.1233,0.1779,0.552,0.3585,0.2691,0.2088,0.276,0.192,0.23055,0.3333,0.2673,0.544719549,0.773689526,0.584371045,0.379942835,0.565918044,0.967176214,0.826401643,0.7087,0.341054167,0.658546667,-1,1
124,34248.16,0,0,0,0,0,0,0,0,0,0.471,0.33,0.1752,0.2481,0.2457,0.1992,0.1716,0.1143,0.1806,0.5454,0.3786,0.243,0.2412,0.3129,0.18,0.2247,0.3111,0.2709,0.546774967,0.77932409,0.597010729,0.413143874,0.608294367,0.793181149,0.294305716,0.292822222,0.057526806,0.2931855,-1,1
125,34036.63,0,0,0,0,0,0,0,0,0,0.522,0.3126,0.1527,0.2493,0.2496,0.2181,0.18,0.1134,0.1794,0.5394,0.4128,0.2529,0.2826,0.3498,0.1788,0.23325,0.2898,0.2745,0.559631358,0.783740575,0.605333441,0.445075553,0.660978177,0.401291505,0.026301,0.053059444,0.008020354,0.054002647,-1,1
126,34057.86,0,0,0,0,0,0,0,0,0,0.5091,0.2982,0.12,0.228,0.2352,0.2409,0.1872,0.111,0.1743,0.5172,0.4494,0.243,0.3177,0.3618,0.1812,0.2439,0.2805,0.2763,0.579167183,0.787830115,0.608339309,0.475107034,0.692849888,0.075511957,0.14210994,0.227686111,0.255359028,0.288008072,-1,1
127,34604.37,0,0,0,0,0,0,0,0,0,0.4587,0.258,0.0879,0.1911,0.2061,0.2415,0.1836,0.1014,0.1602,0.4821,0.4521,0.2178,0.3375,0.3708,0.1674,0.2451,0.2757,0.2745,0.602758497,0.791575253,0.60774637,0.492975565,0.707896566,0.330735713,0.596440845,0.701061111,0.883611111,0.705142778,-1,1
128,35781.76,0,0,0,0,0,0,0,0,0,0.4149,0.1977,0.0651,0.1647,0.1773,0.2415,0.1767,0.0879,0.1419,0.4248,0.4224,0.1818,0.3501,0.3645,0.1407,0.2292,0.2694,0.2745,0.62344375,0.794380138,0.60681364,0.507442999,0.718870038,0.795703074,0.850948357,0.895461111,1,0.989916667,-1,1
129,37439.05,0,0,0,0,0,0,0,0.007333333,0.004666667,0.3681,0.1515,0.0348,0.1368,0.1458,0.2376,0.1653,0.0798,0.1281,0.3525,0.4056,0.1305,0.3744,0.3519,0.1251,0.20445,0.2478,0.2601,0.640375614,0.79687914,0.60492648,0.511772677,0.723721007,0.861445194,0.711357864,0.900511111,0.973395833,0.845608333,-1,1
130,39257.85,0.0235,0.027,0.014333333,0.024666667,0.010666667,0.011,0.00825,0.041666667,0.035,0.3084,0.1101,0.0144,0.1065,0.1089,0.2205,0.1386,0.0702,0.1161,0.2826,0.3798,0.0729,0.4077,0.3198,0.1353,0.18015,0.2226,0.2358,0.657133316,0.799167801,0.599144442,0.51285267,0.726244857,0.785836267,0.29236561,0.534626111,0.471446528,0.421191111,-1,1
131,41082.93,0.093,0.12,0.055666667,0.082,0.048666667,0.037333333,0.03075,0.101,0.073666667,0.2598,0.0804,0.0096,0.0756,0.072,0.1836,0.114,0.0591,0.1038,0.222,0.3318,0.027,0.3807,0.2475,0.1566,0.15345,0.2016,0.2106,0.671796521,0.800855445,0.59013905,0.513321832,0.726860186,0.295487043,0.062844836,0.069084667,0.035553333,0.061480389,-1,1
132,42409.19,0.1565,0.205333333,0.068333333,0.141333333,0.056333333,0.072,0.06575,0.134666667,0.121666667,0.2148,0.063,0.0111,0.0495,0.0522,0.1416,0.1017,0.0546,0.0981,0.177,0.2844,0.0081,0.3042,0.1779,0.1806,0.13995,0.1932,0.2025,0.686456284,0.801465997,0.581562115,0.512373116,0.726939055,0.016355675,0.370704754,0.090854111,0.349703472,0.204956801,-1,1
133,43160.16,0.1635,0.247333333,0.057,0.193,0.033,0.095,0.09925,0.174333333,0.145,0.1545,0.0507,0.0153,0.0351,0.0471,0.1245,0.0951,0.0597,0.0987,0.1287,0.2469,0.0018,0.2448,0.1326,0.1827,0.14055,0.1869,0.1935,0.702240866,0.800728314,0.57622069,0.507792475,0.72732675,0.179375547,0.969977113,0.580018889,0.990201389,0.725772222,-1,1
134,43580.65,0.0855,0.195,0.036666667,0.156333333,0.018,0.077666667,0.085,0.125,0.116333333,0.1182,0.0408,0.0183,0.0291,0.0516,0.1236,0.0972,0.0732,0.105,0.0837,0.2028,0.0018,0.2106,0.1197,0.1767,0.141,0.1806,0.1881,0.719269583,0.798953104,0.573056974,0.504949949,0.726533335,0.746565534,1,0.977538889,0.974458333,0.973811111,-1,1
135,44177.67,0.0435,0.064666667,0.015666667,0.059333333,0.008333333,0.037333333,0.0395,0.063666667,0.063333333,0.0993,0.0279,0.0228,0.0213,0.0552,0.1293,0.1128,0.0852,0.108,0.057,0.144,0.009,0.1656,0.108,0.1875,0.1434,0.1692,0.1971,0.736642577,0.796263779,0.570897009,0.501918586,0.723732917,0.989760032,0.986199531,0.894316667,0.526606944,0.776719444,-1,1
136,45035.68,0.002,0.001,0.000333333,0.000333333,0,0.001666667,0.00425,0.006666667,0.012333333,0.075,0.0135,0.0357,0.0093,0.0537,0.1233,0.1365,0.0849,0.1125,0.0381,0.09,0.0225,0.108,0.0687,0.2118,0.15495,0.1659,0.2394,0.752536207,0.793132331,0.569330638,0.497617352,0.719610278,0.907252427,0.580740376,0.472578889,0.135372569,0.469537778,-1,1
137,45815.76,0,0,0,0,0,0,0,0,0,0.054,0.0129,0.0552,0.0048,0.0633,0.0972,0.1545,0.0816,0.1167,0.0249,0.0498,0.0459,0.0531,0.0261,0.2166,0.16845,0.1764,0.2745,0.764584745,0.789266612,0.565806807,0.493336721,0.712560735,0.61464246,0.109637563,0.101907222,0.005658747,0.124253808,-1,1
138,46268.52,0,0,0,0,0,0,0,0,0,0.0435,0.0267,0.0801,0.0078,0.0921,0.0762,0.1542,0.0786,0.1197,0.0177,0.0234,0.0918,0.0243,0.0105,0.2115,0.1785,0.1878,0.2844,0.771337026,0.783838452,0.560927449,0.487809822,0.704782139,0.14465929,0.044627025,0.103527778,0.105874514,0.114992714,-1,1
139,45997.62,0,0,0,0,0,0,0,0,0,0.0405,0.0657,0.1167,0.0174,0.1314,0.0795,0.1392,0.0741,0.1176,0.0396,0.0081,0.171,0.0072,0.0057,0.2058,0.1815,0.183,0.2817,0.773249062,0.776838044,0.555166567,0.480722105,0.695321262,0.122650759,0.407056479,0.543613889,0.691222222,0.576203167,-1,1
140,44658.38,0,0,0,0,0,0,0,0,0,0.0561,0.1353,0.168,0.0369,0.1827,0.1047,0.129,0.0753,0.108,0.108,0.0096,0.297,0.0027,0.0156,0.1902,0.1866,0.147,0.2691,0.771508421,0.765746835,0.548684747,0.474802764,0.691152731,0.654948414,0.851899531,0.884205556,1,0.917341667,-1,1
141,42771.92,0,0,0,0,0,0,0,0,0,0.0933,0.2316,0.231,0.0702,0.2412,0.1497,0.1248,0.0822,0.093,0.2082,0.0483,0.4671,0.0225,0.0645,0.1635,0.2007,0.1047,0.2385,0.763993444,0.747619849,0.545284991,0.486242805,0.686516469,0.869614401,0.865748005,0.927883333,1,0.950975,-1,1
142,40641.98,0,0,0,0,0,0,0,0,0,0.15,0.3228,0.2931,0.1146,0.2907,0.2001,0.1332,0.0987,0.0852,0.3162,0.1335,0.6102,0.0882,0.144,0.1347,0.22245,0.0801,0.2007,0.749803812,0.723457896,0.544439185,0.469722141,0.674868531,0.845728301,0.49985223,0.72645,0.751451389,0.615088889,-1,1
143,38832.69,0,0,0,0,0,0,0,0,0,0.2157,0.3993,0.3417,0.1692,0.3321,0.2535,0.159,0.1296,0.0885,0.4209,0.2613,0.6957,0.1944,0.2283,0.1068,0.25605,0.0732,0.1719,0.728188439,0.694694998,0.545847068,0.448434748,0.664574083,0.510021478,0.11841225,0.195017222,0.133455139,0.150161889,-1,1
144,37534.35,0,0,0,0,0,0,0,0,0,0.2892,0.4674,0.3843,0.2457,0.3639,0.2847,0.189,0.1725,0.099,0.5271,0.3957,0.7173,0.2907,0.3033,0.0897,0.28545,0.0831,0.1503,0.699043477,0.670890408,0.549210285,0.435145278,0.655021732,0.065479412,0.136101321,0.025544556,0.101361875,0.075035121,-1,1
145,36697.61,0,0,0,0,0,0,0,0,0,0.3858,0.4989,0.3948,0.33,0.3915,0.3102,0.2136,0.2073,0.1131,0.6276,0.4977,0.7587,0.3609,0.3939,0.0972,0.30765,0.1119,0.135,0.669267469,0.65816533,0.555033296,0.421925163,0.645951118,0.048313419,0.727989906,0.335928889,0.804583333,0.555165278,-1,1
